Country,Product,ISO Week Start Date,Gross_Profit,Monthly_Overhead,Cumulative_Gross_Profit,Cumulative_Overhead
Canada,Product A,2015-03-30 00:00:00.000000,39624.97119199936,9128.309205401583,1764298.78980515,1026181.7674567229
Canada,Product A,2015-04-06 00:00:00.000000,32291.671982422195,10800.776803334502,1796590.4617875721,1047783.3210633919
Canada,Product A,2015-04-13 00:00:00.000000,10389.712173638414,10313.19921470749,1806980.1739612105,1068409.719492807
Canada,Product A,2015-04-20 00:00:00.000000,35192.29856311697,11309.532677230913,1842172.4725243275,1091028.7848472688
Canada,Product A,2015-04-27 00:00:00.000000,52292.024822503416,11406.127813222285,1894464.4973468308,1113841.0404737135
Canada,Product A,2015-05-04 00:00:00.000000,34184.87999424696,8577.379762896006,1928649.3773410777,1130995.7999995057
Canada,Product A,2015-05-11 00:00:00.000000,30965.938068000192,12108.361434288681,1959615.3154090778,1155212.5228680833
Canada,Product A,2015-05-18 00:00:00.000000,10623.943434887522,9673.529128181053,1970239.2588439654,1174559.5811244454
Canada,Product A,2015-05-25 00:00:00.000000,25720.275202494173,9627.919631460445,1995959.5340464595,1193815.4203873663
Canada,Product A,2015-06-01 00:00:00.000000,20866.826969036018,10168.569562630038,2016826.3610154954,1214152.5595126264
Canada,Product A,2015-06-08 00:00:00.000000,38398.72075651306,7631.025780498219,2055225.0817720084,1229414.611073623
Canada,Product A,2015-06-15 00:00:00.000000,16171.010963000881,6599.099743373827,2071396.0927350093,1242612.8105603708
Canada,Product A,2015-06-22 00:00:00.000000,25088.282463922806,9584.098137609388,2096484.3751989321,1261781.0068355897
Canada,Product A,2015-06-29 00:00:00.000000,16496.14934129994,7203.5581569413525,2112980.524540232,1276188.1231494723
Canada,Product A,2015-07-06 00:00:00.000000,29621.408035705303,7852.929174535803,2142601.9325759374,1291893.981498544
Canada,Product A,2015-07-13 00:00:00.000000,19923.24070775941,7699.575200413061,2162525.1732836966,1307293.1318993703
Canada,Product A,2015-07-20 00:00:00.000000,25675.77483172864,5136.5347191312785,2188200.948115425,1317566.2013376327
Canada,Product A,2015-07-27 00:00:00.000000,14744.870970751133,5214.651748495705,2202945.8190861763,1327995.504834624
Canada,Product A,2015-08-03 00:00:00.000000,30652.25454846104,5220.903107086336,2233598.0736346375,1338437.3110487969
Canada,Product A,2015-08-10 00:00:00.000000,19651.961428648196,5683.1737482073695,2253250.035063286,1349803.6585452114
Canada,Product A,2015-08-17 00:00:00.000000,19356.735927038957,3837.978271562816,2272606.7709903247,1357479.615088337
Canada,Product A,2015-08-24 00:00:00.000000,19729.87772155538,5253.726055695198,2292336.64871188,1367987.0671997275
Canada,Product A,2015-08-31 00:00:00.000000,37254.570936519376,3755.3913014461286,2329591.2196483994,1375497.8498026198
Canada,Product A,2015-09-07 00:00:00.000000,8405.567868850045,2306.4956138049292,2337996.7875172496,1380110.8410302298
Canada,Product A,2015-09-14 00:00:00.000000,43716.55150022979,5853.801219867385,2381713.339017479,1391818.4434699644
Canada,Product A,2015-09-21 00:00:00.000000,32877.448294103146,5600.5075853555545,2414590.7873115824,1403019.4586406755
Canada,Product A,2015-09-28 00:00:00.000000,20915.977462894007,5681.836523050657,2435506.764774476,1414383.1316867769
Canada,Product A,2015-10-05 00:00:00.000000,37567.368423864784,8180.128403587865,2473074.133198341,1430743.3884939528
Canada,Product A,2015-10-12 00:00:00.000000,14417.24270593181,3829.4818115192807,2487491.375904273,1438402.3521169913
Canada,Product A,2015-10-19 00:00:00.000000,16679.19814869985,5404.691229556975,2504170.5740529727,1449211.7345761051
Canada,Product A,2015-10-26 00:00:00.000000,4231.913018440326,3064.3836815214995,2508402.487071413,1455340.5019391482
Canada,Product A,2015-11-02 00:00:00.000000,19828.59033299655,5831.286329602487,2528231.0774044096,1467003.0745983534
Canada,Product A,2015-11-09 00:00:00.000000,30456.41454802634,5136.202293334599,2558687.491952436,1477275.4791850224
Canada,Product A,2015-11-16 00:00:00.000000,21545.165750648754,4751.306779648241,2580232.657703085,1486778.0927443188
Canada,Product A,2015-11-23 00:00:00.000000,30262.98281044259,10303.935358869283,2610495.6405135277,1507385.9634620575
Canada,Product A,2015-11-30 00:00:00.000000,17442.403393418135,3849.5034649933314,2627938.0439069457,1515084.9703920442
Canada,Product A,2015-12-07 00:00:00.000000,17749.404282258314,8056.3399409420745,2645687.448189204,1531197.6502739284
Canada,Product A,2015-12-14 00:00:00.000000,32695.472382898115,9156.68533407797,2678382.920572102,1549511.0209420845
Canada,Product A,2015-12-21 00:00:00.000000,21153.136028072113,7044.159095937194,2699536.0566001744,1563599.3391339588
Canada,Product A,2015-12-28 00:00:00.000000,24898.820376436663,7752.663584626272,2724434.876976611,1579104.6663032114
Canada,Product A,2016-01-04 00:00:00.000000,12279.317626865595,6201.578453169983,2736714.1946034767,1591507.8232095512
Canada,Product A,2016-01-11 00:00:00.000000,30450.820235838844,7893.109131939489,2767165.0148393153,1607294.04147343
Canada,Product A,2016-01-18 00:00:00.000000,24421.80646023799,7603.648247703769,2791586.8212995534,1622501.3379688375
Canada,Product A,2016-01-25 00:00:00.000000,38313.7287071305,10892.157862967451,2829900.550006684,1644285.6536947722
Canada,Product A,2016-02-01 00:00:00.000000,31972.92934193797,11710.577666099047,2861873.479348622,1667706.80902697
Canada,Product A,2016-02-08 00:00:00.000000,49938.7623112375,9367.132025480443,2911812.241659859,1686441.073077931
Canada,Product A,2016-02-15 00:00:00.000000,48033.75363850815,10159.965885239275,2959845.9952983675,1706761.0048484094
Canada,Product A,2016-02-22 00:00:00.000000,40810.84151116836,12689.937315630283,3000656.836809536,1732140.87947967
Canada,Product A,2016-02-29 00:00:00.000000,34674.14791792548,7621.078650433583,3035330.9847274614,1747383.036780537
Canada,Product A,2016-03-07 00:00:00.000000,34774.52853126095,11997.672917366617,3070105.513258722,1771378.3826152706
Canada,Product A,2016-03-14 00:00:00.000000,31351.40010574319,11470.286623315593,3101456.9133644653,1794318.9558619019
Canada,Product A,2016-03-21 00:00:00.000000,31797.677834543705,10108.493168336372,3133254.591199009,1814535.9421985745
Canada,Product A,2016-03-28 00:00:00.000000,59139.86546616242,11970.190897535023,3192394.456665172,1838476.3239936447
Canada,Product A,2016-04-04 00:00:00.000000,51888.194773731,10232.936806186386,3244282.6514389026,1858942.1976060173
Canada,Product A,2016-04-11 00:00:00.000000,37107.94034556254,10569.688410910123,3281390.591784465,1880081.5744278375
Canada,Product A,2016-04-18 00:00:00.000000,20142.586893092244,11272.382877622767,3301533.1786775575,1902626.340183083
Canada,Product A,2016-04-25 00:00:00.000000,29077.975196313084,10474.789875217277,3330611.1538738706,1923575.9199335175
Canada,Product A,2016-05-02 00:00:00.000000,48441.114045582595,10583.606352853893,3379052.2679194533,1944743.132639225
Canada,Product A,2016-05-09 00:00:00.000000,29942.66439484348,8031.076568561691,3408994.9323142967,1960805.2857763483
Canada,Product A,2016-05-16 00:00:00.000000,24583.801113433445,12882.15345166138,3433578.7334277304,1986569.592679671
Canada,Product A,2016-05-23 00:00:00.000000,28752.62699782643,9790.52833471244,3462331.360425557,2006150.6493490958
Canada,Product A,2016-05-30 00:00:00.000000,28189.84204844694,7939.902341529467,3490521.202474004,2022030.4540321548
Canada,Product A,2016-06-06 00:00:00.000000,21138.93757613771,10880.259053868947,3511660.1400501416,2043790.9721398926
Canada,Product A,2016-06-13 00:00:00.000000,26140.30608281777,10468.501829472196,3537800.4461329593,2064727.975798837
Canada,Product A,2016-06-20 00:00:00.000000,32348.804864578597,7890.421234423752,3570149.2509975377,2080508.8182676844
Canada,Product A,2016-06-27 00:00:00.000000,23363.972955787,6126.167359414796,3593513.223953325,2092761.152986514
Canada,Product A,2016-07-04 00:00:00.000000,21295.069709544652,9049.45373440852,3614808.2936628694,2110860.060455331
Canada,Product A,2016-07-11 00:00:00.000000,23031.1867022758,5511.7950815902805,3637839.480365145,2121883.6506185117
Canada,Product A,2016-07-18 00:00:00.000000,39582.92688404597,9542.574067145322,3677422.407249191,2140968.798752802
Canada,Product A,2016-07-25 00:00:00.000000,28723.179327950806,7941.917140356286,3706145.5865771417,2156852.6330335145
Canada,Product A,2016-08-01 00:00:00.000000,29166.923822140103,6413.3347300115765,3735312.510399282,2169679.3024935373
Canada,Product A,2016-08-08 00:00:00.000000,23237.61003184357,5155.627034855011,3758550.1204311256,2179990.5565632475
Canada,Product A,2016-08-15 00:00:00.000000,27232.23209614477,6111.370404861956,3785782.3525272706,2192213.297372971
Canada,Product A,2016-08-22 00:00:00.000000,21490.18724246788,5920.132938769624,3807272.5397697384,2204053.5632505105
Canada,Product A,2016-08-29 00:00:00.000000,22093.34720248107,4312.9114735036665,3829365.8869722197,2212679.386197518
Canada,Product A,2016-09-05 00:00:00.000000,19501.714538314765,4418.051540972216,3848867.6015105345,2221515.4892794625
Canada,Product A,2016-09-12 00:00:00.000000,25744.809187658335,7643.951713178155,3874612.4106981927,2236803.392705819
Canada,Product A,2016-09-19 00:00:00.000000,13165.929185056866,2941.885311988027,3887778.3398832497,2242687.1633297955
Canada,Product A,2016-09-26 00:00:00.000000,24474.469768885203,3709.5408037938414,3912252.809652135,2250106.244937383
Canada,Product A,2016-10-03 00:00:00.000000,4029.092090419268,3735.096562254886,3916281.9017425543,2257576.4380618925
Canada,Product A,2016-10-10 00:00:00.000000,13865.291774729973,5969.359850773546,3930147.1935172845,2269515.1577634397
Canada,Product A,2016-10-17 00:00:00.000000,42893.84123548081,6860.899045615442,3973041.034752765,2283236.9558546706
Canada,Product A,2016-10-24 00:00:00.000000,34803.78901021844,5076.282709864075,4007844.8237629835,2293389.5212743985
Canada,Product A,2016-10-31 00:00:00.000000,14133.491907884927,5151.134277824215,4021978.3156708684,2303691.789830047
Canada,Product A,2016-11-07 00:00:00.000000,22995.737360228362,4240.641815342916,4044974.0530310967,2312173.073460733
Canada,Product A,2016-11-14 00:00:00.000000,33741.9139910424,5063.214658722469,4078715.967022139,2322299.5027781776
Canada,Product A,2016-11-21 00:00:00.000000,26187.95885442663,6496.823164059475,4104903.9258765657,2335293.1491062962
Canada,Product A,2016-11-28 00:00:00.000000,15971.473992056024,6201.951948360988,4120875.399868622,2347697.0530030183
Canada,Product A,2016-12-05 00:00:00.000000,41352.514793479655,8330.653530425425,4162227.914662102,2364358.360063869
Canada,Product A,2016-12-12 00:00:00.000000,35431.13727056832,8177.0773588177135,4197659.05193267,2380712.5147815044
Canada,Product A,2016-12-19 00:00:00.000000,30218.33753511843,7180.993690491148,4227877.389467789,2395074.502162487
Canada,Product A,2016-12-26 00:00:00.000000,28607.798661416396,6679.15542981524,4256485.188129205,2408432.8130221176
Canada,Product A,2017-01-02 00:00:00.000000,24228.564314896976,7012.1531449552995,4280713.752444102,2422457.119312028
Canada,Product A,2017-01-09 00:00:00.000000,33878.84453485074,8645.080462167476,4314592.596978953,2439747.280236363
Canada,Product A,2017-01-16 00:00:00.000000,27746.341355906174,8002.312760149869,4342338.938334859,2455751.905756663
Canada,Product A,2017-01-23 00:00:00.000000,41965.75081020538,6961.7503708689555,4384304.689145064,2469675.406498401
Canada,Product A,2017-01-30 00:00:00.000000,24717.25213457452,10465.08437587568,4409021.941279639,2490605.575250152
Canada,Product A,2017-02-06 00:00:00.000000,34834.749936090695,8135.332925920583,4443856.691215729,2506876.241101993
Canada,Product A,2017-02-13 00:00:00.000000,42047.33172733079,14374.977682891968,4485904.02294306,2535626.1964677763
Canada,Product A,2017-02-20 00:00:00.000000,38747.21442533747,9775.588996250648,4524651.237368397,2555177.3744602776
Canada,Product A,2017-02-27 00:00:00.000000,38418.246085149076,9184.875262890222,4563069.483453547,2573547.1249860576
Canada,Product A,2017-03-06 00:00:00.000000,19667.595081873893,13159.637113683551,4582737.078535421,2599866.3992134244
Canada,Product A,2017-03-13 00:00:00.000000,25335.908132716475,14458.807183505412,4608072.986668137,2628784.0135804354
Canada,Product A,2017-03-20 00:00:00.000000,33799.27213687783,11643.410037991314,4641872.258805015,2652070.8336564177
Canada,Product A,2017-03-27 00:00:00.000000,53231.676341142156,11590.24761866946,4695103.935146158,2675251.328893757
Canada,Product A,2017-04-03 00:00:00.000000,47198.39634983838,13877.357092851616,4742302.331495996,2703006.0430794605
Canada,Product A,2017-04-10 00:00:00.000000,17835.085722873628,7798.84984199791,4760137.41721887,2718603.7427634564
Canada,Product A,2017-04-17 00:00:00.000000,50908.525102171814,11457.649606111892,4811045.942321042,2741519.0419756803
Canada,Product A,2017-04-24 00:00:00.000000,72220.42061907488,13085.237741465717,4883266.362940117,2767689.5174586116
Canada,Product A,2017-05-01 00:00:00.000000,44751.59204881587,10713.284430695532,4928017.954988932,2789116.086320003
Canada,Product A,2017-05-08 00:00:00.000000,49622.56360314395,9519.830977637084,4977640.518592076,2808155.7482752767
Canada,Product A,2017-05-15 00:00:00.000000,34626.51350955971,11077.948564887598,5012267.032101636,2830311.6454050518
Canada,Product A,2017-05-22 00:00:00.000000,39220.3809823654,10034.445609525123,5051487.413084001,2850380.5366241024
Canada,Product A,2017-05-29 00:00:00.000000,20525.74607180152,6709.63223215469,5072013.159155803,2863799.801088412
Canada,Product A,2017-06-05 00:00:00.000000,27564.09410809884,7966.3561984946045,5099577.253263902,2879732.5134854014
Canada,Product A,2017-06-12 00:00:00.000000,40837.690866015844,6975.890963342495,5140414.944129918,2893684.2954120864
Canada,Product A,2017-06-19 00:00:00.000000,33104.32587689378,8899.656022965934,5173519.270006811,2911483.607458018
Canada,Product A,2017-06-26 00:00:00.000000,32291.48033086353,6789.9897222518875,5205810.750337675,2925063.586902522
Canada,Product A,2017-07-03 00:00:00.000000,19822.3251136772,7934.110449539128,5225633.075451353,2940931.8078016
Canada,Product A,2017-07-10 00:00:00.000000,18995.332861245028,9887.264089464365,5244628.408312597,2960706.3359805285
Canada,Product A,2017-07-17 00:00:00.000000,43394.94534227113,10184.658547832227,5288023.353654869,2981075.653076193
Canada,Product A,2017-07-24 00:00:00.000000,21506.510565075936,8288.537175868094,5309529.864219945,2997652.727427929
Canada,Product A,2017-07-31 00:00:00.000000,23417.80552864565,6934.196734170293,5332947.66974859,3011521.12089627
Canada,Product A,2017-08-07 00:00:00.000000,25780.217274475188,5849.169679504158,5358727.887023065,3023219.4602552787
Canada,Product A,2017-08-14 00:00:00.000000,26029.102566170768,8636.743424987522,5384756.989589236,3040492.9471052536
Canada,Product A,2017-08-21 00:00:00.000000,15795.546606255608,5482.540278833872,5400552.536195491,3051458.027662921
Canada,Product A,2017-08-28 00:00:00.000000,11356.771436916759,3938.2774498262643,5411909.307632408,3059334.5825625737
Canada,Product A,2017-09-04 00:00:00.000000,26704.236002459933,8721.604060190977,5438613.543634868,3076777.790682956
Canada,Product A,2017-09-11 00:00:00.000000,16891.198675816413,5221.168692376244,5455504.742310684,3087220.128067709
Canada,Product A,2017-09-18 00:00:00.000000,20530.1599277371,5155.264679834233,5476034.902238421,3097530.6574273775
Canada,Product A,2017-09-25 00:00:00.000000,12708.647158401262,5237.299574258519,5488743.549396822,3108005.256575895
Canada,Product A,2017-10-02 00:00:00.000000,29239.26792055156,4778.828149537263,5517982.817317374,3117562.912874969
Canada,Product A,2017-10-09 00:00:00.000000,42577.816651812296,6743.535945244599,5560560.633969187,3131049.9847654584
Canada,Product A,2017-10-16 00:00:00.000000,28480.05837189008,7643.994646300476,5589040.692341077,3146337.9740580595
Canada,Product A,2017-10-23 00:00:00.000000,10256.385166091117,8123.395378766144,5599297.077507168,3162584.7648155917
Canada,Product A,2017-10-30 00:00:00.000000,30178.510523782898,5842.070766476695,5629475.588030951,3174268.9063485456
Canada,Product A,2017-11-06 00:00:00.000000,29864.968173703484,6854.682626503061,5659340.556204654,3187978.2716015517
Canada,Product A,2017-11-13 00:00:00.000000,31649.010451479415,4108.538998082795,5690989.566656134,3196195.349597717
Canada,Product A,2017-11-20 00:00:00.000000,24220.0115613592,4153.078485808877,5715209.578217493,3204501.506569335
Canada,Product A,2017-11-27 00:00:00.000000,17186.64050653961,8898.73432768952,5732396.218724033,3222298.9752247143
Canada,Product A,2017-12-04 00:00:00.000000,16914.515305219415,4727.337751965754,5749310.734029252,3231753.650728646
Canada,Product A,2017-12-11 00:00:00.000000,26910.82265101441,10753.101474468027,5776221.556680267,3253259.8536775825
Canada,Product A,2017-12-18 00:00:00.000000,25455.333116629903,9396.323754795012,5801676.889796897,3272052.5011871723
Canada,Product A,2017-12-25 00:00:00.000000,36838.687998655194,9262.640923679959,5838515.577795552,3290577.783034532
Canada,Product A,2018-01-01 00:00:00.000000,31661.48091259146,9150.120569917764,5870177.058708143,3308878.0241743675
Canada,Product A,2018-01-08 00:00:00.000000,15979.955248868704,8867.366589811554,5886157.013957012,3326612.757353991
Canada,Product A,2018-01-15 00:00:00.000000,40686.56446496904,10396.578106468087,5926843.578421981,3347405.913566927
Canada,Product A,2018-01-22 00:00:00.000000,54866.18646969489,8381.612296390884,5981709.764891676,3364169.1381597086
Canada,Product A,2018-01-29 00:00:00.000000,30239.28920590663,10616.05152834655,6011949.054097583,3385401.241216402
Canada,Product A,2018-02-05 00:00:00.000000,30404.259573356117,11439.508005225642,6042353.313670939,3408280.257226853
Canada,Product A,2018-02-12 00:00:00.000000,26212.417076445534,9828.330673112081,6068565.730747384,3427936.9185730773
Canada,Product A,2018-02-19 00:00:00.000000,34949.13612905059,11162.249675285972,6103514.866876435,3450261.4179236493
Canada,Product A,2018-02-26 00:00:00.000000,43961.500230430305,13634.158807448805,6147476.367106865,3477529.7355385465
Canada,Product A,2018-03-05 00:00:00.000000,31148.315535598347,10330.01765341724,6178624.682642464,3498189.770845381
Canada,Product A,2018-03-12 00:00:00.000000,36640.86323201537,14049.452448386111,6215265.545874479,3526288.6757421535
Canada,Product A,2018-03-19 00:00:00.000000,32323.536357678197,10819.195725901829,6247589.082232158,3547927.0671939575
Canada,Product A,2018-03-26 00:00:00.000000,23680.140158644062,11859.362695522472,6271269.222390802,3571645.7925850027
Canada,Product A,2018-04-02 00:00:00.000000,29593.65970014411,13546.726454411297,6300862.882090946,3598739.245493825
Canada,Product A,2018-04-09 00:00:00.000000,37250.617338292344,10919.23921970707,6338113.499429238,3620577.723933239
Canada,Product A,2018-04-16 00:00:00.000000,29321.93297120859,9141.427548751584,6367435.432400446,3638860.5790307424
Canada,Product A,2018-04-23 00:00:00.000000,27739.76177825345,13633.427118387814,6395175.1941786995,3666127.4332675184
Canada,Product A,2018-04-30 00:00:00.000000,30842.868178786674,11696.335956066638,6426018.062357486,3689520.105179652
Canada,Product A,2018-05-07 00:00:00.000000,64382.20161685012,11323.299186817892,6490400.263974336,3712166.703553288
Canada,Product A,2018-05-14 00:00:00.000000,31397.293813127413,12256.40706141685,6521797.557787463,3736679.517676121
Canada,Product A,2018-05-21 00:00:00.000000,39799.778376126706,7580.038302291526,6561597.33616359,3751839.5942807044
Canada,Product A,2018-05-28 00:00:00.000000,43650.741062512905,10507.519078296702,6605248.077226102,3772854.6324372976
Canada,Product A,2018-06-04 00:00:00.000000,27662.963550644883,8141.999982389732,6632911.040776747,3789138.632402077
Canada,Product A,2018-06-11 00:00:00.000000,22384.652630301134,9129.231134862017,6655295.6934070485,3807397.094671801
Canada,Product A,2018-06-18 00:00:00.000000,42722.83243118263,7163.173258426697,6698018.525838231,3821723.4411886544
Canada,Product A,2018-06-25 00:00:00.000000,18066.891292631648,8028.312236284053,6716085.417130862,3837780.065661222
Canada,Product A,2018-07-02 00:00:00.000000,31587.617374889713,9139.929420779681,6747673.034505752,3856059.924502781
Canada,Product A,2018-07-09 00:00:00.000000,21803.195074604664,8808.608579254362,6769476.229580357,3873677.1416612896
Canada,Product A,2018-07-16 00:00:00.000000,7661.039145653347,4192.437125381812,6777137.26872601,3882062.0159120536
Canada,Product A,2018-07-23 00:00:00.000000,22303.65148247112,6681.279364716482,6799440.920208481,3895424.574641486
Canada,Product A,2018-07-30 00:00:00.000000,34655.20698301638,9406.121295980714,6834096.127191498,3914236.8172334475
Canada,Product A,2018-08-06 00:00:00.000000,18677.045751713405,6356.220539130343,6852773.172943211,3926949.258311708
Canada,Product A,2018-08-13 00:00:00.000000,15971.69365852447,4711.9712621498875,6868744.866601735,3936373.200836008
Canada,Product A,2018-08-20 00:00:00.000000,25885.918841960392,4173.881430187093,6894630.785443696,3944720.9636963825
Canada,Product A,2018-08-27 00:00:00.000000,41121.93722695926,6789.371381238866,6935752.722670656,3958299.7064588605
