,ISO Week Start Date,Country,Account,Product,Value in USD
76,2014-01-06,Mexico,Labor,Product A,12027.0
77,2014-01-06,Mexico,Raw Materials,Product A,11033.51291093354
78,2014-01-06,Mexico,Admin,Product A,5391.0
79,2014-01-06,Mexico,Utilities,Product A,4698.0
80,2014-01-06,Mexico,Revenue,Product B,48157.90942453366
81,2014-01-06,Mexico,Labor,Product B,15892.0
82,2014-01-06,Mexico,Raw Materials,Product B,18601.909424533656
83,2014-01-06,Mexico,Admin,Product B,5200.0
84,2014-01-06,Mexico,Utilities,Product B,4863.0
85,2014-01-06,Mexico,Revenue,Overhead,38745.34744885922
86,2014-01-06,Mexico,Labor,Overhead,13104.0
87,2014-01-06,Mexico,Raw Materials,Overhead,10816.347448859222
88,2014-01-06,Mexico,Admin,Overhead,5804.0
89,2014-01-06,Mexico,Utilities,Overhead,5146.0
90,2014-01-13,United States,Revenue,Product A,74538.0
91,2014-01-13,United States,Labor,Product A,12731.0
92,2014-01-13,United States,Raw Materials,Product A,13431.497667129286
93,2014-01-13,United States,Admin,Product A,7690.0
94,2014-01-13,United States,Utilities,Product A,6840.0
95,2014-01-13,United States,Revenue,Product B,35505.30597391856
96,2014-01-13,United States,Labor,Product B,11028.0
97,2014-01-13,United States,Raw Materials,Product B,11298.305973918563
98,2014-01-13,United States,Admin,Product B,5870.0
99,2014-01-13,United States,Utilities,Product B,5842.0
100,2014-01-13,United States,Revenue,Overhead,47967.83357830708
101,2014-01-13,United States,Labor,Overhead,14488.0
102,2014-01-13,United States,Raw Materials,Overhead,15708.833578307076
103,2014-01-13,United States,Admin,Overhead,6484.0
104,2014-01-13,United States,Utilities,Overhead,6762.0
105,2014-01-13,Canada,Revenue,Product A,91523.0
106,2014-01-13,Canada,Labor,Product A,10863.0
107,2014-01-13,Canada,Raw Materials,Product A,11455.730519023378
108,2014-01-13,Canada,Admin,Product A,6757.0
109,2014-01-13,Canada,Utilities,Product A,5532.0
110,2014-01-13,Canada,Revenue,Product B,53916.01240937134
111,2014-01-13,Canada,Labor,Product B,17574.0
112,2014-01-13,Canada,Raw Materials,Product B,18308.012409371342
113,2014-01-13,Canada,Admin,Product B,9636.0
114,2014-01-13,Canada,Utilities,Product B,4059.0
115,2014-01-13,Canada,Revenue,Overhead,46924.64045481053
116,2014-01-13,Canada,Labor,Overhead,16668.0
117,2014-01-13,Canada,Raw Materials,Overhead,13847.64045481053
118,2014-01-13,Canada,Admin,Overhead,8157.0
119,2014-01-13,Canada,Utilities,Overhead,4819.0
120,2014-01-13,Mexico,Revenue,Product A,57445.97077503391
121,2014-01-13,Mexico,Labor,Product A,19789.0
122,2014-01-13,Mexico,Raw Materials,Product A,20844.970775033908
123,2014-01-13,Mexico,Admin,Product A,8627.0
124,2014-01-13,Mexico,Utilities,Product A,4363.0
125,2014-01-13,Mexico,Revenue,Product B,45200.452229812596
126,2014-01-13,Mexico,Labor,Product B,15450.0
127,2014-01-13,Mexico,Raw Materials,Product B,14364.452229812594
128,2014-01-13,Mexico,Admin,Product B,8302.0
129,2014-01-13,Mexico,Utilities,Product B,5237.0
130,2014-01-13,Mexico,Revenue,Overhead,48279.76963251903
131,2014-01-13,Mexico,Labor,Overhead,17392.0
132,2014-01-13,Mexico,Raw Materials,Overhead,15806.769632519032
133,2014-01-13,Mexico,Admin,Overhead,7675.0
134,2014-01-13,Mexico,Utilities,Overhead,3972.0
135,2014-01-20,United States,Revenue,Product A,71959.0
136,2014-01-20,United States,Labor,Product A,15864.0
137,2014-01-20,United States,Raw Materials,Product A,14625.219951767589
138,2014-01-20,United States,Admin,Product A,9413.0
139,2014-01-20,United States,Utilities,Product A,6748.0
140,2014-01-20,United States,Revenue,Product B,48319.0
141,2014-01-20,United States,Labor,Product B,10663.0
142,2014-01-20,United States,Raw Materials,Product B,12552.098469127675
143,2014-01-20,United States,Admin,Product B,6495.0
144,2014-01-20,United States,Utilities,Product B,6304.0
145,2014-01-20,United States,Revenue,Overhead,44649.25368701849
146,2014-01-20,United States,Labor,Overhead,13763.0
147,2014-01-20,United States,Raw Materials,Overhead,13012.25368701849
148,2014-01-20,United States,Admin,Overhead,9659.0
149,2014-01-20,United States,Utilities,Overhead,4291.0
150,2014-01-20,Canada,Revenue,Product A,73938.0
151,2014-01-20,Canada,Labor,Product A,13581.0
152,2014-01-20,Canada,Raw Materials,Product A,14647.403331774867
153,2014-01-20,Canada,Admin,Product A,8696.0
154,2014-01-20,Canada,Utilities,Product A,5999.0
155,2014-01-20,Canada,Revenue,Product B,34555.0
156,2014-01-20,Canada,Labor,Product B,10698.0
157,2014-01-20,Canada,Raw Materials,Product B,11166.847697966774
158,2014-01-20,Canada,Admin,Product B,5854.0
159,2014-01-20,Canada,Utilities,Product B,4759.0
160,2014-01-20,Canada,Revenue,Overhead,49460.65543481844
161,2014-01-20,Canada,Labor,Overhead,17392.0
162,2014-01-20,Canada,Raw Materials,Overhead,18326.655434818447
163,2014-01-20,Canada,Admin,Overhead,6707.0
164,2014-01-20,Canada,Utilities,Overhead,5777.0
165,2014-01-20,Mexico,Revenue,Product A,54931.0
166,2014-01-20,Mexico,Labor,Product A,15791.0
167,2014-01-20,Mexico,Raw Materials,Product A,16125.093907810136
168,2014-01-20,Mexico,Admin,Product A,8255.0
169,2014-01-20,Mexico,Utilities,Product A,3122.0
170,2014-01-20,Mexico,Revenue,Product B,52722.76940058003
171,2014-01-20,Mexico,Labor,Product B,18958.0
172,2014-01-20,Mexico,Raw Materials,Product B,21256.769400580026
173,2014-01-20,Mexico,Admin,Product B,5197.0
174,2014-01-20,Mexico,Utilities,Product B,6029.0
175,2014-01-20,Mexico,Revenue,Overhead,40438.0128990029
176,2014-01-20,Mexico,Labor,Overhead,11930.0
177,2014-01-20,Mexico,Raw Materials,Overhead,13440.012899002899
178,2014-01-20,Mexico,Admin,Overhead,8272.0
179,2014-01-20,Mexico,Utilities,Overhead,4147.0
180,2014-01-27,United States,Revenue,Product A,65708.0
181,2014-01-27,United States,Labor,Product A,14282.0
182,2014-01-27,United States,Raw Materials,Product A,12491.142946212289
183,2014-01-27,United States,Admin,Product A,7811.0
184,2014-01-27,United States,Utilities,Product A,6002.0
185,2014-01-27,United States,Revenue,Product B,50032.472065487775
186,2014-01-27,United States,Labor,Product B,16546.0
187,2014-01-27,United States,Raw Materials,Product B,17943.472065487775
188,2014-01-27,United States,Admin,Product B,7911.0
189,2014-01-27,United States,Utilities,Product B,4734.0
190,2014-01-27,United States,Revenue,Overhead,40115.846808540155
191,2014-01-27,United States,Labor,Overhead,11843.0
192,2014-01-27,United States,Raw Materials,Overhead,13929.846808540153
193,2014-01-27,United States,Admin,Overhead,7385.0
194,2014-01-27,United States,Utilities,Overhead,5919.0
195,2014-01-27,Canada,Revenue,Product A,58120.0
196,2014-01-27,Canada,Labor,Product A,14736.0
197,2014-01-27,Canada,Raw Materials,Product A,15771.587825876335
198,2014-01-27,Canada,Admin,Product A,9061.0
199,2014-01-27,Canada,Utilities,Product A,6369.0
200,2014-01-27,Canada,Revenue,Product B,37236.70251216109
201,2014-01-27,Canada,Labor,Product B,10262.0
202,2014-01-27,Canada,Raw Materials,Product B,10918.702512161097
203,2014-01-27,Canada,Admin,Product B,8643.0
204,2014-01-27,Canada,Utilities,Product B,3880.0
205,2014-01-27,Canada,Revenue,Overhead,46121.74433135329
206,2014-01-27,Canada,Labor,Overhead,12049.0
207,2014-01-27,Canada,Raw Materials,Overhead,14440.744331353291
208,2014-01-27,Canada,Admin,Overhead,9548.0
209,2014-01-27,Canada,Utilities,Overhead,6108.0
210,2014-01-27,Mexico,Revenue,Product A,92642.0
211,2014-01-27,Mexico,Labor,Product A,17158.0
212,2014-01-27,Mexico,Raw Materials,Product A,16053.229261925442
213,2014-01-27,Mexico,Admin,Product A,6154.0
214,2014-01-27,Mexico,Utilities,Product A,3403.0
215,2014-01-27,Mexico,Revenue,Product B,48543.58397258243
216,2014-01-27,Mexico,Labor,Product B,16295.0
217,2014-01-27,Mexico,Raw Materials,Product B,15672.583972582435
218,2014-01-27,Mexico,Admin,Product B,9723.0
219,2014-01-27,Mexico,Utilities,Product B,3586.0
220,2014-01-27,Mexico,Revenue,Overhead,38095.46050470963
221,2014-01-27,Mexico,Labor,Overhead,11648.0
222,2014-01-27,Mexico,Raw Materials,Overhead,10071.460504709625
223,2014-01-27,Mexico,Admin,Overhead,8923.0
224,2014-01-27,Mexico,Utilities,Overhead,3253.0
225,2014-02-03,United States,Revenue,Product A,52200.0
226,2014-02-03,United States,Labor,Product A,12557.0
227,2014-02-03,United States,Raw Materials,Product A,14767.70225477693
228,2014-02-03,United States,Admin,Product A,9973.0
229,2014-02-03,United States,Utilities,Product A,3337.0
230,2014-02-03,United States,Revenue,Product B,39713.50811843601
231,2014-02-03,United States,Labor,Product B,12869.0
232,2014-02-03,United States,Raw Materials,Product B,12603.508118436008
233,2014-02-03,United States,Admin,Product B,9067.0
234,2014-02-03,United States,Utilities,Product B,3160.0
235,2014-02-03,United States,Revenue,Overhead,47333.02936984491
236,2014-02-03,United States,Labor,Overhead,15699.0
237,2014-02-03,United States,Raw Materials,Overhead,14049.029369844906
238,2014-02-03,United States,Admin,Overhead,8987.0
239,2014-02-03,United States,Utilities,Overhead,4527.0
240,2014-02-03,Canada,Revenue,Product A,83986.0
241,2014-02-03,Canada,Labor,Product A,16015.0
242,2014-02-03,Canada,Raw Materials,Product A,17579.156370700337
243,2014-02-03,Canada,Admin,Product A,8104.0
244,2014-02-03,Canada,Utilities,Product A,5735.0
245,2014-02-03,Canada,Revenue,Product B,45594.315555355264
246,2014-02-03,Canada,Labor,Product B,14555.0
247,2014-02-03,Canada,Raw Materials,Product B,14606.31555535526
248,2014-02-03,Canada,Admin,Product B,6045.0
249,2014-02-03,Canada,Utilities,Product B,5797.0
250,2014-02-03,Canada,Revenue,Overhead,39494.36496668814
251,2014-02-03,Canada,Labor,Overhead,11693.0
252,2014-02-03,Canada,Raw Materials,Overhead,13905.364966688137
253,2014-02-03,Canada,Admin,Overhead,7485.0
254,2014-02-03,Canada,Utilities,Overhead,4799.0
255,2014-02-03,Mexico,Revenue,Product A,98404.0
256,2014-02-03,Mexico,Labor,Product A,13354.0
257,2014-02-03,Mexico,Raw Materials,Product A,13003.560942810505
258,2014-02-03,Mexico,Admin,Product A,5959.0
259,2014-02-03,Mexico,Utilities,Product A,4504.0
260,2014-02-03,Mexico,Revenue,Product B,54664.193625762404
261,2014-02-03,Mexico,Labor,Product B,17996.0
262,2014-02-03,Mexico,Raw Materials,Product B,17990.1936257624
263,2014-02-03,Mexico,Admin,Product B,8120.0
264,2014-02-03,Mexico,Utilities,Product B,6583.0
265,2014-02-03,Mexico,Revenue,Overhead,55445.91028023919
266,2014-02-03,Mexico,Labor,Overhead,18208.0
267,2014-02-03,Mexico,Raw Materials,Overhead,21809.910280239194
268,2014-02-03,Mexico,Admin,Overhead,6069.0
269,2014-02-03,Mexico,Utilities,Overhead,6444.0
270,2014-02-10,United States,Revenue,Product A,81216.0
271,2014-02-10,United States,Labor,Product A,11060.0
272,2014-02-10,United States,Raw Materials,Product A,12954.881320888097
273,2014-02-10,United States,Admin,Product A,5606.0
274,2014-02-10,United States,Utilities,Product A,6170.0
275,2014-02-10,United States,Revenue,Product B,36550.73926561812
276,2014-02-10,United States,Labor,Product B,10699.0
277,2014-02-10,United States,Raw Materials,Product B,12209.739265618115
278,2014-02-10,United States,Admin,Product B,5980.0
279,2014-02-10,United States,Utilities,Product B,5975.0
280,2014-02-10,United States,Revenue,Overhead,47283.79285825812
281,2014-02-10,United States,Labor,Overhead,16102.0
282,2014-02-10,United States,Raw Materials,Overhead,14610.792858258123
283,2014-02-10,United States,Admin,Overhead,7065.0
284,2014-02-10,United States,Utilities,Overhead,4816.0
285,2014-02-10,Canada,Revenue,Product A,88210.0
286,2014-02-10,Canada,Labor,Product A,15854.0
287,2014-02-10,Canada,Raw Materials,Product A,18036.86205322998
288,2014-02-10,Canada,Admin,Product A,8863.0
289,2014-02-10,Canada,Utilities,Product A,3625.0
290,2014-02-10,Canada,Revenue,Product B,48407.92403446552
291,2014-02-10,Canada,Labor,Product B,17455.0
292,2014-02-10,Canada,Raw Materials,Product B,18649.92403446552
293,2014-02-10,Canada,Admin,Product B,5154.0
294,2014-02-10,Canada,Utilities,Product B,5537.0
295,2014-02-10,Canada,Revenue,Overhead,40903.19266767928
296,2014-02-10,Canada,Labor,Overhead,11409.0
297,2014-02-10,Canada,Raw Materials,Overhead,10599.192667679277
298,2014-02-10,Canada,Admin,Overhead,9341.0
299,2014-02-10,Canada,Utilities,Overhead,6247.0
300,2014-02-10,Mexico,Revenue,Product A,69190.0
301,2014-02-10,Mexico,Labor,Product A,17206.0
302,2014-02-10,Mexico,Raw Materials,Product A,15785.41650896595
303,2014-02-10,Mexico,Admin,Product A,6841.0
304,2014-02-10,Mexico,Utilities,Product A,3920.0
305,2014-02-10,Mexico,Revenue,Product B,51151.64667214836
306,2014-02-10,Mexico,Labor,Product B,18716.0
307,2014-02-10,Mexico,Raw Materials,Product B,15583.646672148361
308,2014-02-10,Mexico,Admin,Product B,9131.0
309,2014-02-10,Mexico,Utilities,Product B,3684.0
310,2014-02-10,Mexico,Revenue,Overhead,38298.35890458204
311,2014-02-10,Mexico,Labor,Overhead,12368.0
312,2014-02-10,Mexico,Raw Materials,Overhead,10245.358904582043
313,2014-02-10,Mexico,Admin,Overhead,7701.0
314,2014-02-10,Mexico,Utilities,Overhead,3971.0
315,2014-02-17,United States,Revenue,Product A,63403.0
316,2014-02-17,United States,Labor,Product A,16002.0
317,2014-02-17,United States,Raw Materials,Product A,14965.03939997531
318,2014-02-17,United States,Admin,Product A,7774.0
319,2014-02-17,United States,Utilities,Product A,4982.0
320,2014-02-17,United States,Revenue,Product B,36958.0
321,2014-02-17,United States,Labor,Product B,10853.0
322,2014-02-17,United States,Raw Materials,Product B,10106.976360041306
323,2014-02-17,United States,Admin,Product B,8261.0
324,2014-02-17,United States,Utilities,Product B,4148.0
325,2014-02-17,United States,Revenue,Overhead,50204.97852578036
326,2014-02-17,United States,Labor,Overhead,16293.0
327,2014-02-17,United States,Raw Materials,Overhead,16884.97852578036
328,2014-02-17,United States,Admin,Overhead,9777.0
329,2014-02-17,United States,Utilities,Overhead,3837.0
330,2014-02-17,Canada,Revenue,Product A,52491.0
331,2014-02-17,Canada,Labor,Product A,13854.0
332,2014-02-17,Canada,Raw Materials,Product A,13079.232458444654
333,2014-02-17,Canada,Admin,Product A,8124.0
334,2014-02-17,Canada,Utilities,Product A,4595.0
335,2014-02-17,Canada,Revenue,Product B,45056.800655371975
336,2014-02-17,Canada,Labor,Product B,13051.0
337,2014-02-17,Canada,Raw Materials,Product B,15479.800655371972
338,2014-02-17,Canada,Admin,Product B,9869.0
339,2014-02-17,Canada,Utilities,Product B,3876.0
340,2014-02-17,Canada,Revenue,Overhead,54149.59035894871
341,2014-02-17,Canada,Labor,Overhead,19183.0
342,2014-02-17,Canada,Raw Materials,Overhead,19423.590358948713
343,2014-02-17,Canada,Admin,Overhead,9364.0
344,2014-02-17,Canada,Utilities,Overhead,3369.0
345,2014-02-17,Mexico,Revenue,Product A,76258.0
346,2014-02-17,Mexico,Labor,Product A,10635.0
347,2014-02-17,Mexico,Raw Materials,Product A,11547.887573181517
348,2014-02-17,Mexico,Admin,Product A,5830.0
349,2014-02-17,Mexico,Utilities,Product A,4810.0
350,2014-02-17,Mexico,Revenue,Product B,43373.89299985263
351,2014-02-17,Mexico,Labor,Product B,15177.0
352,2014-02-17,Mexico,Raw Materials,Product B,12617.89299985263
353,2014-02-17,Mexico,Admin,Product B,7838.0
354,2014-02-17,Mexico,Utilities,Product B,4150.0
355,2014-02-17,Mexico,Revenue,Overhead,52474.02330297593
356,2014-02-17,Mexico,Labor,Overhead,17560.0
357,2014-02-17,Mexico,Raw Materials,Overhead,18884.023302975933
358,2014-02-17,Mexico,Admin,Overhead,5512.0
359,2014-02-17,Mexico,Utilities,Overhead,6822.0
360,2014-02-24,United States,Revenue,Product A,70056.0
361,2014-02-24,United States,Labor,Product A,17805.0
362,2014-02-24,United States,Raw Materials,Product A,14912.56557195896
363,2014-02-24,United States,Admin,Product A,9992.0
364,2014-02-24,United States,Utilities,Product A,6343.0
365,2014-02-24,United States,Revenue,Product B,45012.22255679894
366,2014-02-24,United States,Labor,Product B,14070.0
367,2014-02-24,United States,Raw Materials,Product B,14954.222556798939
368,2014-02-24,United States,Admin,Product B,7294.0
369,2014-02-24,United States,Utilities,Product B,6147.0
370,2014-02-24,United States,Revenue,Overhead,44707.10187924073
371,2014-02-24,United States,Labor,Overhead,14249.0
372,2014-02-24,United States,Raw Materials,Overhead,13428.10187924073
373,2014-02-24,United States,Admin,Overhead,7744.0
374,2014-02-24,United States,Utilities,Overhead,6356.0
375,2014-02-24,Canada,Revenue,Product A,63296.0
376,2014-02-24,Canada,Labor,Product A,19435.0
377,2014-02-24,Canada,Raw Materials,Product A,15905.624539077106
378,2014-02-24,Canada,Admin,Product A,8059.0
379,2014-02-24,Canada,Utilities,Product A,3452.0
380,2014-02-24,Canada,Revenue,Product B,46211.0
381,2014-02-24,Canada,Labor,Product B,16617.0
382,2014-02-24,Canada,Raw Materials,Product B,16561.27239872656
383,2014-02-24,Canada,Admin,Product B,6757.0
384,2014-02-24,Canada,Utilities,Product B,3356.0
385,2014-02-24,Canada,Revenue,Overhead,50903.926162866905
386,2014-02-24,Canada,Labor,Overhead,15881.0
387,2014-02-24,Canada,Raw Materials,Overhead,16616.9261628669
388,2014-02-24,Canada,Admin,Overhead,8251.0
389,2014-02-24,Canada,Utilities,Overhead,6294.0
390,2014-02-24,Mexico,Revenue,Product A,59823.0
391,2014-02-24,Mexico,Labor,Product A,16905.0
392,2014-02-24,Mexico,Raw Materials,Product A,19835.89631523346
393,2014-02-24,Mexico,Admin,Product A,6348.0
394,2014-02-24,Mexico,Utilities,Product A,3515.0
395,2014-02-24,Mexico,Revenue,Product B,44017.64972438222
396,2014-02-24,Mexico,Labor,Product B,12839.0
397,2014-02-24,Mexico,Raw Materials,Product B,15118.649724382225
398,2014-02-24,Mexico,Admin,Product B,5895.0
399,2014-02-24,Mexico,Utilities,Product B,5207.0
400,2014-02-24,Mexico,Revenue,Overhead,38111.588121652465
401,2014-02-24,Mexico,Labor,Overhead,10851.0
402,2014-02-24,Mexico,Raw Materials,Overhead,11178.588121652465
403,2014-02-24,Mexico,Admin,Overhead,7427.0
404,2014-02-24,Mexico,Utilities,Overhead,4568.0
405,2014-03-03,United States,Revenue,Product A,78074.0
406,2014-03-03,United States,Labor,Product A,14000.0
407,2014-03-03,United States,Raw Materials,Product A,15742.743389721616
408,2014-03-03,United States,Admin,Product A,8913.0
409,2014-03-03,United States,Utilities,Product A,4066.0
410,2014-03-03,United States,Revenue,Product B,51337.56522380498
411,2014-03-03,United States,Labor,Product B,17723.0
412,2014-03-03,United States,Raw Materials,Product B,16120.565223804982
413,2014-03-03,United States,Admin,Product B,8373.0
414,2014-03-03,United States,Utilities,Product B,6969.0
415,2014-03-03,United States,Revenue,Overhead,52277.825328949155
416,2014-03-03,United States,Labor,Overhead,18945.0
417,2014-03-03,United States,Raw Materials,Overhead,20331.82532894915
418,2014-03-03,United States,Admin,Overhead,5775.0
419,2014-03-03,United States,Utilities,Overhead,5652.0
420,2014-03-03,Canada,Revenue,Product A,91576.0
421,2014-03-03,Canada,Labor,Product A,19817.0
422,2014-03-03,Canada,Raw Materials,Product A,18553.662837229138
423,2014-03-03,Canada,Admin,Product A,5825.0
424,2014-03-03,Canada,Utilities,Product A,6572.0
425,2014-03-03,Canada,Revenue,Product B,48558.08204901971
426,2014-03-03,Canada,Labor,Product B,15745.0
427,2014-03-03,Canada,Raw Materials,Product B,16557.082049019707
428,2014-03-03,Canada,Admin,Product B,5728.0
429,2014-03-03,Canada,Utilities,Product B,6348.0
430,2014-03-03,Canada,Revenue,Overhead,49212.536561445566
431,2014-03-03,Canada,Labor,Overhead,17164.0
432,2014-03-03,Canada,Raw Materials,Overhead,15667.536561445562
433,2014-03-03,Canada,Admin,Overhead,7504.0
434,2014-03-03,Canada,Utilities,Overhead,5967.0
435,2014-03-03,Mexico,Revenue,Product A,70463.0
436,2014-03-03,Mexico,Labor,Product A,12786.0
437,2014-03-03,Mexico,Raw Materials,Product A,15294.639498248243
438,2014-03-03,Mexico,Admin,Product A,7143.0
439,2014-03-03,Mexico,Utilities,Product A,4687.0
440,2014-03-03,Mexico,Revenue,Product B,53725.7230456374
441,2014-03-03,Mexico,Labor,Product B,16806.0
442,2014-03-03,Mexico,Raw Materials,Product B,19701.7230456374
443,2014-03-03,Mexico,Admin,Product B,8440.0
444,2014-03-03,Mexico,Utilities,Product B,6766.0
445,2014-03-03,Mexico,Revenue,Overhead,51454.25305937549
446,2014-03-03,Mexico,Labor,Overhead,15644.0
447,2014-03-03,Mexico,Raw Materials,Overhead,17145.25305937549
448,2014-03-03,Mexico,Admin,Overhead,8952.0
449,2014-03-03,Mexico,Utilities,Overhead,5109.0
450,2014-03-10,United States,Revenue,Product A,52583.262566306454
451,2014-03-10,United States,Labor,Product A,18787.0
452,2014-03-10,United States,Raw Materials,Product A,21240.262566306454
453,2014-03-10,United States,Admin,Product A,5395.0
454,2014-03-10,United States,Utilities,Product A,5492.0
455,2014-03-10,United States,Revenue,Product B,49020.11628290531
456,2014-03-10,United States,Labor,Product B,17400.0
457,2014-03-10,United States,Raw Materials,Product B,19816.116282905303
458,2014-03-10,United States,Admin,Product B,6819.0
459,2014-03-10,United States,Utilities,Product B,3717.0
460,2014-03-10,United States,Revenue,Overhead,48220.864220862335
461,2014-03-10,United States,Labor,Overhead,12782.0
462,2014-03-10,United States,Raw Materials,Overhead,15085.864220862337
463,2014-03-10,United States,Admin,Overhead,9980.0
464,2014-03-10,United States,Utilities,Overhead,6140.0
465,2014-03-10,Canada,Revenue,Product A,81667.0
466,2014-03-10,Canada,Labor,Product A,17266.0
467,2014-03-10,Canada,Raw Materials,Product A,17973.49801064349
468,2014-03-10,Canada,Admin,Product A,8636.0
469,2014-03-10,Canada,Utilities,Product A,6222.0
470,2014-03-10,Canada,Revenue,Product B,44244.0
471,2014-03-10,Canada,Labor,Product B,11167.0
472,2014-03-10,Canada,Raw Materials,Product B,12460.666320234714
473,2014-03-10,Canada,Admin,Product B,7982.0
474,2014-03-10,Canada,Utilities,Product B,5445.0
475,2014-03-10,Canada,Revenue,Overhead,47640.52110189139
476,2014-03-10,Canada,Labor,Overhead,14729.0
477,2014-03-10,Canada,Raw Materials,Overhead,14384.521101891389
478,2014-03-10,Canada,Admin,Overhead,9330.0
479,2014-03-10,Canada,Utilities,Overhead,6914.0
480,2014-03-10,Mexico,Revenue,Product A,98136.0
481,2014-03-10,Mexico,Labor,Product A,16801.0
482,2014-03-10,Mexico,Raw Materials,Product A,19950.528524283774
483,2014-03-10,Mexico,Admin,Product A,7539.0
484,2014-03-10,Mexico,Utilities,Product A,5960.0
485,2014-03-10,Mexico,Revenue,Product B,38500.77912199672
486,2014-03-10,Mexico,Labor,Product B,11542.0
487,2014-03-10,Mexico,Raw Materials,Product B,11200.779121996718
488,2014-03-10,Mexico,Admin,Product B,7993.0
489,2014-03-10,Mexico,Utilities,Product B,5842.0
490,2014-03-10,Mexico,Revenue,Overhead,39799.43829755063
491,2014-03-10,Mexico,Labor,Overhead,12681.0
